acc,org,hit_len,ident_local,ident_qfull,cov,evalue,bits
MCG6135470,Cyanocohniella sp. LLY,325,71.6,69.7,97.3,4.07338e-171,489.574
MDZ8183982,Nostoc sp. ChiSLP02,325,69.3,67.0,96.7,4.11823e-171,489.574
WP_224090538,Nostoc sp. MS1,325,68.2,66.4,97.3,4.16358e-171,489.574
MCM0588737,Gloeotrichia echinulata DEX184,342,70.6,68.5,97.0,4.25227e-171,490.345
WP_413201149,Nostoc piscinale,324,69.6,67.3,96.7,5.05438e-171,489.189
WP_066379781,unclassified Anabaena,341,69.1,67.3,97.3,5.21945e-171,489.96
WP_334892168,Nostoc sp.,325,69.4,67.6,97.3,5.72001e-171,489.189
WP_190382969,Aphanizomenon flos-aquae,326,71.1,68.8,96.7,5.80175e-171,489.189
WP_027403952,Aphanizomenonaceae,333,67.9,67.9,100.0,7.14737e-171,489.189
WP_103139154,Nostoc sp. CENA543,326,70.2,67.9,96.7,7.38233e-171,488.804
WP_190590142,Nostocales,324,69.9,67.6,96.7,7.91904e-171,488.804
WP_236142394,Nostoc sp. CMAA1605,326,70.3,68.2,97.0,8.89297e-171,488.804
WP_414754491,Anabaena sp. CCY 9910,325,69.9,67.6,96.7,9.16033e-171,488.804
WP_335064209,Nostoc sp.,325,69.4,67.6,97.3,1.56661e-170,488.034
WP_193982478,[Phormidium,324,70.1,68.2,97.0,1.84034e-170,488.034
WP_006196351,Nodularia spumigena,326,70.3,68.2,97.0,2.06663e-170,488.034
MFK0732536,Gloeotrichia echinulata HAB0833,342,70.6,68.5,97.0,2.56132e-170,488.419
WP_334713604,Nostoc sp.,324,69.8,67.9,97.3,2.67058e-170,487.649
MDD1415503,Dolichospermum sp. ST_con,326,70.0,67.9,97.0,2.83913e-170,487.649
WP_335087764,Nostoc sp.,325,69.8,67.9,97.3,3.02221e-170,487.263
MGK7904285,Hormoscilla sp.,326,68.9,66.7,96.7,3.16771e-170,487.263
WP_094344504,Nostoc sp. 'Peltigera membranacea cyanobiont' 232,325,69.4,67.6,97.3,3.72125e-170,487.263
WP_335014548,Nostoc sp.,325,69.1,67.3,97.3,4.01773e-170,487.263
MFN7459691,Akkermansiaceae bacterium,326,70.3,68.2,97.0,5.0176e-170,486.878
QSV52850,Dolichospermum sp. UKL201,326,70.0,67.9,97.0,7.36128e-170,486.493
WP_334942015,Nostoc sp.,325,68.8,67.0,97.3,8.93649e-170,486.108
WP_190538812,Calothrix,325,69.6,67.3,96.7,1.10035e-169,486.108
WP_413281562,Floridanema evergladense,325,69.4,67.6,97.3,3.08023e-169,484.952
WP_220609910,Sphaerospermopsis torques-reginae,330,69.0,67.0,97.0,2.27099e-168,483.026
MDJ0528621,Microcystis sp. M53600_WE12,236,98.3,69.7,70.9,2.90299e-168,478.789
NEQ18288,Moorena sp. SIO3E2,317,69.0,65.5,94.9,6.73157e-168,481.1
HIR6664819,Planktothrix agardhii,292,78.5,67.0,85.3,7.46288e-168,479.945
WP_094328484,unclassified Nostoc,325,68.2,66.4,97.3,9.38347e-168,481.1
AGH69798,Nostoc sp. 'Peltigera membranacea cyanobiont',325,68.2,66.4,97.3,9.8036e-168,481.1
MGB3639978,Rivularia sp. (in: cyanobacteria),326,70.8,68.5,96.7,1.47471e-167,480.715
WP_096571773,Sphaerospermopsis kisseleviana,330,69.0,67.0,97.0,1.81854e-167,480.715
WP_194056050,Sphaerospermopsis sp. LEGE 08334,326,69.3,67.3,97.0,2.00382e-167,480.33
WP_104899087,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,325,67.9,66.1,97.3,2.56963e-167,479.945
MFM6138614,Sphaerospermopsis kisseleviana,330,68.7,66.7,97.0,7.22559e-167,479.174
WP_137666027,Sphaerospermopsis reniformis,330,69.0,67.0,97.0,7.54907e-167,479.174
NEQ68329,Symploca sp. SIO2D2,325,68.2,66.4,97.3,7.93744e-167,478.789
MFM6007259,Sphaerospermopsis kisseleviana,330,68.7,66.7,97.0,8.51529e-167,478.789
NER92929,Symploca sp. SIO1B1,325,68.2,66.4,97.3,1.56499e-166,478.019
WP_446394966,Coleofasciculus sp. E1-EBD-02,326,67.9,66.1,97.3,1.60463e-166,478.019
MEB3150024,Sphaerospermopsis sp.,330,68.4,66.4,97.0,2.65903e-166,477.633
WP_190346679,unclassified Sphaerospermopsis,330,68.7,66.7,97.0,3.61295e-166,477.248
MGB6297569,Rivularia sp. (in: cyanobacteria),326,70.5,68.2,96.7,5.2929e-166,476.863
MBP0019936,Cyanobacteria bacterium SBLK,326,67.5,65.5,97.0,8.29192e-166,476.093
WP_096669573,Dolichospermum compactum,330,68.1,66.1,97.0,8.86676e-166,476.093
WP_190690753,Nostoc sp. FACHB-110,325,68.2,66.4,97.3,1.07507e-165,475.707
NES19300,Caldora sp. SIO3E6,325,67.9,66.1,97.3,1.26696e-165,475.707
MFM7442081,Snowella sp.,222,95.9,64.0,66.7,7.6147e-155,444.506
WP_322691150,Nostoc sp. DedSLP04,324,65.0,63.7,97.9,5.22571e-153,443.736
HBK23029,Planktothrix sp. UBA10369,259,79.5,61.9,77.8,7.76702e-153,440.654
WP_322668954,Nostoc sp. DedQUE09,324,65.0,63.7,97.9,8.18451e-153,443.351
RCJ37587,Nostoc punctiforme NIES-2108,324,64.7,63.4,97.9,1.70372e-152,442.58
WP_461917664,Nostoc sp.,324,65.2,63.7,97.6,1.74142e-152,442.195
WP_292816213,unclassified Nostoc,324,65.2,63.7,97.6,2.12053e-152,442.195
WP_334842990,Nostoc sp.,324,64.6,63.1,97.6,2.78772e-152,441.81
MBR8833203,Stigonema ocellatum SAG 48.90 = DSM 106950,327,64.1,63.4,98.8,3.23975e-152,441.81
WP_322706763,Nostoc sp. DedQUE04,324,64.7,63.4,97.9,3.24923e-152,441.81
WP_448271545,Nostoc sp. DSM 114160,324,65.1,63.4,97.3,5.08885e-152,441.039
MDZ8188470,Nostoc sp. ChiSLP02,324,65.5,64.0,97.6,5.14484e-152,441.039
MBW4509387,Scytonematopsis contorta HA4267-MV1,323,64.5,62.8,97.0,5.98048e-152,441.039
WP_335200945,Nostoc sp.,324,64.4,63.1,97.9,7.46354e-152,440.654
WP_322712808,Nostoc sp. ChiSLP03a,324,64.4,63.1,97.9,7.46354e-152,440.654
WP_335230127,Nostoc sp.,324,65.5,64.0,97.6,7.54566e-152,440.654
WP_335162576,Nostoc sp.,321,65.7,63.4,96.4,8.82012e-152,440.654
WP_322683907,Nostoc sp. DedQUE07,324,64.7,63.4,97.9,9.91972e-152,440.654
WP_335213834,Nostoc sp.,321,65.4,63.1,96.4,1.13443e-151,440.269
WP_322737619,Nostoc sp. DedQUE12b,324,65.0,63.7,97.9,1.34759e-151,440.269
WP_292734818,Nostoc sp. JL31,324,64.9,63.4,97.6,1.36242e-151,440.269
WP_289799840,unclassified Nostoc,324,65.1,63.4,97.3,1.3774e-151,440.269
WP_448268852,Nostoc sp. DSM 114159,324,64.8,63.1,97.3,1.39256e-151,440.269
WP_322701037,Nostoc sp. DedQUE08,324,64.7,63.4,97.9,1.48705e-151,439.884
WP_480261094,Nostoc sp. LEGE 12454,324,64.6,63.1,97.6,1.60543e-151,439.884
WP_461945196,Nostoc sp.,321,65.4,63.1,96.4,1.93926e-151,439.499
WP_322671243,Nostoc sp. DedQUE05,324,64.4,63.1,97.9,2.65572e-151,439.499
WP_334720585,Nostoc sp.,324,64.9,63.4,97.6,2.74434e-151,439.499
MBE8968611,Nostocales cyanobacterium LEGE 12452,324,64.1,62.8,97.9,3.02835e-151,439.113
WP_445628605,Nostoc sp. DSM 114167,324,64.8,63.1,97.3,3.30538e-151,439.113
WP_334817137,Nostoc sp.,321,65.6,63.7,97.0,3.86389e-151,438.728
WP_334700480,Nostoc sp.,324,64.3,62.8,97.6,1.21533e-150,437.573
WP_104906803,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',324,64.9,63.4,97.6,1.44785e-150,437.573
WP_334999890,Nostoc sp.,324,64.8,63.1,97.3,1.74383e-150,437.187
WP_322698445,Nostoc sp. DedSLP03,323,64.5,62.8,97.3,2.44156e-150,436.802
WP_335081393,Nostoc sp.,324,64.6,63.1,97.6,3.47427e-150,436.417
WP_334758182,Nostoc sp.,321,65.4,63.1,96.4,4.53134e-150,436.032
WP_334873510,Nostoc sp.,324,64.6,63.1,97.6,5.03989e-150,436.032
WP_334741305,Nostoc sp.,321,65.4,63.1,96.4,5.57843e-150,436.032
WP_322732840,Nostoc sp. ChiQUE01b,324,64.3,62.8,97.6,7.23144e-150,435.647
WP_300419468,unclassified Nostoc,321,65.1,62.8,96.4,9.85385e-150,435.261
WP_190710872,unclassified Nostoc,324,63.4,63.1,99.4,1.12018e-149,435.261
MBW4561628,Mojavia pulchra JT2-VF2,324,63.8,61.9,97.0,1.17029e-149,435.261
NER45825,Symploca sp. SIO1A3,296,67.1,59.5,88.6,1.19596e-149,434.106
WP_335116798,Nostoc sp.,321,65.4,63.1,96.4,1.32405e-149,434.876
WP_334954795,Nostoc sp.,324,64.6,63.1,97.6,2.04466e-149,434.491
WP_335044536,Nostoc sp.,324,64.6,63.1,97.6,2.3831e-149,434.491
MDJ0737518,Nostocaceae cyanobacterium,328,62.4,61.3,97.9,2.71564e-149,434.491
WP_375479562,uncultured Nostoc sp.,324,64.6,63.1,97.6,3.81465e-149,434.106
MDF5711280,Nostoc sp. S4,321,64.4,62.5,97.0,3.86874e-149,433.721
WP_334999512,Nostoc sp.,321,64.8,62.5,96.4,4.13123e-149,433.721
WP_292835194,Nostoc sp. JL33,321,64.7,62.8,97.0,4.31604e-149,433.721
WP_229549034,Nostoc sp. CHAB 5836,321,64.7,62.8,97.0,5.25551e-149,433.335
WP_236142835,Nostoc sp. CMAA1605,325,62.7,61.6,98.2,5.31025e-149,433.721
WP_237996978,Nostoc sp. UHCC 0870,325,62.4,61.3,98.2,9.27749e-149,432.95
RCJ27387,Nostoc sp. ATCC 43529,324,64.0,62.5,97.6,9.35551e-149,432.95
MEO1432310,Cyanobacteria bacterium J06633_8,343,64.7,62.8,96.7,1.01315e-148,433.721
WP_334906616,Nostoc sp.,323,64.4,62.5,97.0,1.42972e-148,432.565
WP_190953720,Cyanophyceae,324,64.0,62.5,97.6,1.80362e-148,432.18
WP_427157183,Aliinostoc sp. HNIBRCY26,325,62.4,61.3,98.2,1.9099e-148,432.18
WP_193912671,Desmonostoc muscorum,329,64.8,62.5,96.4,1.99368e-148,432.18
WP_190733742,Nostoc sp. FACHB-888,321,63.8,61.9,97.0,2.30181e-148,431.795
WP_099100407,Nostoc sp. 'Peltigera malacea cyanobiont' DB3992,324,64.0,62.5,97.6,2.76339e-148,431.795
MIA2418845,Nostocaceae cyanobacterium,328,62.4,61.3,97.9,2.9164e-148,431.795
WP_335193189,Nostoc sp.,323,64.1,62.2,97.0,4.04225e-148,431.409
MBD2517060,Nostoc sp. FACHB-973,329,64.8,62.5,96.4,4.14917e-148,431.409
MCC5647405,Nostoc sp. CHAB 5824,321,63.5,61.6,97.0,4.20141e-148,431.024
WP_334945197,Nostoc sp.,321,64.5,62.2,96.4,7.10328e-148,430.639
MBW4569289,Tolypothrix carrinoi HA7290-LM1,356,63.2,62.5,98.5,7.22932e-148,431.795
WP_335127078,Nostoc sp.,321,64.8,62.5,96.4,8.64932e-148,430.254
WP_196518418,Nostoc sp. WHI,324,64.4,62.5,97.0,9.61765e-148,430.254
WP_334967332,Nostoc sp.,321,63.8,61.9,97.0,1.78059e-147,429.483
MBX9253672,Desmonostoc muscorum CCALA 125,324,63.4,61.9,97.6,2.06842e-147,429.483
WP_334890994,Nostoc sp.,321,64.5,62.2,96.4,2.29002e-147,429.483
MFN6563020,Nostoc sp. ChiSLP01,324,62.8,61.3,97.6,2.30754e-147,429.483
KAB8333301,Scytonema tolypothrichoides VB-61278,336,63.3,62.8,98.8,2.53778e-147,429.869
WP_214442344,Atlanticothrix silvestris,324,63.4,61.9,97.6,2.63124e-147,429.098
MBW4455787,Nostoc indistinguendum CM1-VF10,321,63.5,61.6,97.0,2.94521e-147,429.098
WP_229556589,Nostoc sp. XA010,321,63.2,61.3,97.0,3.62567e-147,428.713
MDZ8106328,Nostoc sp. DedQUE12a,324,63.1,61.6,97.6,3.94406e-147,428.713
MDY6900274,Cyanobacteriota bacterium,341,63.7,62.2,97.3,5.05888e-147,429.098
WP_322651560,Nostoc sp. ChiVER01,321,62.8,61.0,97.0,5.49451e-147,428.328
WP_323203499,Nostoc sp. UHCC 0251,321,63.5,61.6,97.0,7.30223e-147,427.943
MCC5654232,Nostoc sp. XA013,321,63.2,61.3,97.0,7.88339e-147,427.943
WP_190946003,Nostoc flagelliforme,326,63.3,61.6,97.3,8.33998e-147,427.943
WP_375509528,uncultured Nostoc sp.,321,63.5,61.6,97.0,8.51079e-147,427.943
MBW4591406,Brasilonema angustatum HA4187-MV1,352,64.2,63.7,98.8,9.46241e-147,429.098
WP_096603686,Calothrix sp. NIES-2100,323,63.4,61.3,96.7,9.96954e-147,427.943
WP_335163740,Nostoc sp.,321,62.8,61.0,97.0,1.03631e-146,427.557
WP_169216726,Brasilonema sp. UFV-L1,323,63.7,62.2,97.3,1.18765e-146,427.557
WP_163518793,Hassallia byssoidea,356,63.2,62.5,98.5,1.18771e-146,428.713
MEH2070214,Nostoc sp.,320,64.4,62.5,97.0,1.63655e-146,427.172
WP_190538291,Calothrix,323,62.8,61.0,97.0,2.00783e-146,427.172
MBD0304878,Tolypothrix sp. T3-bin4,321,63.2,61.3,97.0,2.13329e-146,426.787
AOX03372,Moorena producens PAL-8-15-08-1,333,62.9,62.2,97.0,2.3719e-146,427.172
BDA75667,Calothrix sp. PCC 7716,363,62.5,60.7,96.7,2.53443e-146,428.328
WP_460343232,Nostoc sp. UIC 10890,324,63.7,62.2,97.6,2.8879e-146,426.787
WP_293074234,Moorena sp. SIO4A5,333,62.9,62.2,97.0,2.888e-146,426.787
WP_138503315,Nostoc sp. PA-18-2419,320,64.4,62.5,97.0,3.01983e-146,426.402
WP_099071782,Nostoc linckia,322,62.5,60.7,97.0,4.12277e-146,426.017
MGF1988609,Nostoc sp. ZfuVER08,322,62.5,60.7,97.0,4.59936e-146,426.017
WP_229497274,Nostoc mirabile,321,63.2,61.3,97.0,4.68933e-146,426.017
WP_375504985,uncultured Nostoc sp.,321,62.8,61.0,97.0,5.4654e-146,425.631
WP_335036619,Nostoc sp.,321,63.5,61.6,97.0,8.01491e-146,425.246
WP_322653097,Nostoc sp. CmiVER01,321,62.5,60.7,97.0,8.46549e-146,425.246
WP_293074889,Moorena sp. SIO3H5,333,62.3,61.6,97.0,8.7164e-146,425.631
MBW4427079,Nostoc desertorum CM1-VF14,321,62.8,61.0,97.0,8.84413e-146,425.246
WP_424098858,Moorena producens,333,62.6,61.9,97.0,8.90917e-146,425.631
WP_193996935,unclassified Nodularia (in: cyanobacteria),322,63.5,61.6,97.0,9.06233e-146,425.246
WP_334963529,Nostoc sp.,321,63.5,61.6,97.0,9.65297e-146,425.246
WP_293119853,Moorena sp. SIO4G3,333,62.6,61.9,97.0,1.03833e-145,425.631
WP_335117796,Nostoc sp.,321,63.2,61.3,97.0,1.05358e-145,425.246
WP_488010507,Moorena sp.,333,62.6,61.9,97.0,1.06129e-145,425.631
MCL6752270,Nostoc sp. CCCryo 231-06,321,62.8,61.0,97.0,1.07688e-145,425.246
WP_196523969,Nostoc commune,321,62.8,61.0,97.0,1.14993e-145,424.861
WP_293105775,Moorena sp. SIO3I6,355,62.9,62.2,97.0,1.16456e-145,426.402
WP_190626826,unclassified Calothrix,323,62.2,60.4,97.0,1.18122e-145,424.861
WP_335026294,Nostoc sp.,321,63.5,61.6,97.0,1.21458e-145,424.861
XHR82378,Gloeotrichia echinulata GP01,330,62.7,61.0,97.3,1.35514e-145,425.246
WP_229484796,Nostoc favosum,321,62.8,61.0,97.0,1.59659e-145,424.476
WP_185570089,Nostoc sp. 2RC,322,62.0,60.4,97.3,1.63596e-145,424.476
WP_335099415,Nostoc sp.,321,63.9,61.6,96.4,1.68634e-145,424.476
WP_335145188,Nostoc sp.,321,63.2,61.3,97.0,1.70489e-145,424.476
WP_109011045,Nostoc commune,321,62.5,60.7,97.0,1.94403e-145,424.476
WP_298920288,uncultured Nostoc sp.,321,63.5,61.6,97.0,1.96542e-145,424.476
WP_293106603,Moorena sp. SIOASIH,333,62.0,61.3,97.0,2.02335e-145,424.861
WP_229424121,Moorena producens,385,62.9,62.2,97.0,2.10636e-145,426.787
WP_190913443,Nostoc sp. FACHB-892,321,62.2,60.4,97.0,2.2411e-145,424.091
MCC5608575,Nostoc sp. CHAB 5834,321,63.2,61.3,97.0,2.52766e-145,424.091
MBP5971187,Brasilonema sp. CT11,336,63.6,63.1,98.8,2.95526e-145,424.476
WP_335135074,Nostoc sp.,321,63.2,61.3,97.0,3.01112e-145,424.091
WP_293059286,unclassified Moorena,378,62.9,62.2,97.0,3.25695e-145,426.017
NEO45671,Moorena sp. SIO4A3,333,62.6,61.9,97.0,3.85747e-145,424.091
BAY82995,Calothrix parasitica NIES-267,344,61.3,61.0,99.1,4.31693e-145,424.476
WP_334829637,Nostoc sp.,321,63.9,61.6,96.4,5.09043e-145,423.32
WP_273765658,unclassified Nostoc,321,63.2,61.3,97.0,5.80444e-145,423.32
MGJ5676867,Nostochopsis sp.,277,70.0,58.3,83.2,6.07607e-145,421.394
WP_100898894,Nostoc flagelliforme,321,62.5,60.7,97.0,6.13074e-145,423.32
WP_334742372,Nostoc sp.,321,63.2,61.3,97.0,6.19817e-145,423.32
WP_335175884,Nostoc sp.,321,63.2,61.3,97.0,6.6186e-145,422.935
MEM9925417,Cyanobacteria bacterium P01_D01_bin.50,347,62.0,61.3,98.5,6.80333e-145,424.091
WP_263743829,Plectonema radiosum,349,62.9,61.6,97.6,8.41029e-145,423.705
WP_300640930,Mastigocoleus sp. MO_188.B34,327,62.7,61.0,97.0,9.53044e-145,422.935
WP_335076995,Nostoc sp.,321,63.5,61.6,97.0,9.81256e-145,422.55
WP_008184760,Moorena producens,333,62.0,61.3,97.0,1.02098e-144,422.935
MBW4476211,Tolypothrix brevis GSE-NOS-MK-07-07A,349,62.5,62.5,99.7,1.1054e-144,423.705
AOY83846,Moorena producens JHB,333,62.0,61.3,97.0,1.20298e-144,422.935
NET67134,Moorena sp. SIO1G6,333,62.0,61.3,97.0,1.25677e-144,422.935
WP_334798375,Nostoc sp.,321,63.2,61.3,97.0,1.8915e-144,421.779
MBW4614194,Desmonostoc vinosum HA7617-LM4,340,63.1,62.2,98.2,2.30482e-144,422.55
WP_334993410,Nostoc sp.,330,61.3,60.1,97.9,2.56854e-144,421.779
NEO96186,Moorena sp. SIO3G5,333,61.1,60.4,97.0,2.67281e-144,422.165
WP_190949650,Nostoc punctiforme,322,61.9,60.1,97.0,2.90488e-144,421.394
MEO1372806,Cyanobacteria bacterium J06635_10,352,62.6,61.9,98.5,3.17744e-144,422.55
WP_334726198,Nostoc sp.,321,62.8,61.0,97.0,3.97948e-144,421.009
WP_171975752,Brasilonema sennae,346,63.7,62.8,98.2,4.54994e-144,421.779
WP_229414501,unclassified Moorena,365,62.0,61.3,97.0,5.88404e-144,422.165
WP_017748605,Scytonema hofmannii,350,61.7,61.6,99.4,7.10577e-144,421.394
MGF1677473,Rivularia sp. (in: cyanobacteria),360,61.0,61.0,99.7,7.65863e-144,421.779
WP_287313274,Moorena sp. SIO1G6,379,62.0,61.3,97.0,9.24181e-144,422.55
WP_038296423,Nostocales,341,63.2,61.9,97.6,1.09123e-143,420.624
MEL6458532,Cyanobacteria bacterium J06621_15,341,61.8,60.7,97.9,1.58259e-143,420.239
WP_015119481,Rivularia sp. PCC 7116,341,62.0,60.7,97.6,1.6899e-143,420.239
MEL7246165,Cyanobacteria bacterium J06573_2,341,61.8,60.7,97.9,2.08009e-143,419.853
NEO48388,Moorena sp. SIO4A3,333,61.7,61.0,97.0,2.25463e-143,419.468
WP_036480469,Myxosarcina sp. GI1,324,61.0,59.2,96.7,2.51751e-143,419.083
MBC6433522,Nostoc sp. HG1,321,61.9,60.1,97.0,2.75804e-143,419.083
MEC4813244,Scytonema sp. PMC 1069.18,352,60.5,60.7,100.0,4.83338e-143,419.468
WP_169263517,Brasilonema octagenarum,346,63.4,62.5,98.2,6.07174e-143,419.083
MHK3886838,Cyanobacteriota bacterium,345,63.2,61.3,96.7,6.83322e-143,418.698
WP_010999571,Nostocaceae,323,61.9,60.1,97.0,7.66331e-143,417.927
MFH7028995,Heteroscytonema crispum UTEX LB 1556,347,60.7,60.7,99.7,8.17365e-143,418.698
MHZ8096574,Hyella sp.,328,62.8,61.9,98.2,8.4625e-143,417.927
WP_414583181,Scytonema sp. PCC 10023,326,62.3,61.0,97.6,2.25387e-142,416.772
BAZ30401,Cylindrospermum sp. NIES-4074,324,63.5,62.2,97.6,2.58611e-142,416.772
WP_096637302,Trichormus variabilis,338,62.3,60.1,96.4,2.81918e-142,417.157
MGK7916305,Prochloraceae cyanobacterium,326,63.5,62.2,97.6,3.26894e-142,416.387
KAB8314179,Tolypothrix campylonemoides VB511288,326,62.0,60.7,97.6,3.49062e-142,416.387
WP_075905777,Moorena bouillonii,333,61.1,60.4,97.0,3.95637e-142,416.387
WP_237988437,Nostoc sp. UHCC 0870,325,61.5,60.1,97.6,4.14845e-142,416.001
HLP88051,Nostocaceae cyanobacterium,338,62.3,61.0,97.6,5.9294e-142,416.387
WP_322644581,unclassified Nostoc,263,70.6,55.6,78.7,1.13624e-141,412.535
MGB6295843,Rivularia sp. (in: cyanobacteria),324,62.5,60.7,96.7,1.53744e-141,414.461
MBV6623877,Rivularia sp. MS3,339,61.0,59.8,97.6,1.69734e-141,415.231
WP_069068280,Nostoc sp. KVJ20,335,59.5,59.5,100.0,2.02649e-141,414.846
MGH8000703,Brasilonema sp.,350,64.9,63.4,97.3,2.80866e-141,414.846
WP_155751393,Scytonema sp. UIC 10036,350,60.8,60.7,99.4,3.77285e-141,414.846
NJM72750,Scytonema sp. RU_4_4,340,64.9,63.4,97.3,6.04572e-141,413.69
HLO89314,Nostocaceae cyanobacterium,344,62.0,60.7,97.6,7.50326e-141,413.69
MGB3755538,Rivularia sp. (in: cyanobacteria),364,60.8,60.7,99.4,1.53504e-140,413.69
NDJ21710,Nostoc sp. B(2019),338,61.6,60.7,98.2,3.99017e-140,411.764
MGK7898742,Xenococcus sp. (in: cyanobacteria),323,61.9,60.1,96.7,1.07939e-139,409.838
WP_414530538,Nodularia chucula,322,60.4,58.6,97.0,3.54661e-139,408.683
NEO66080,Moorena sp. SIO4G2,309,62.9,58.6,91.3,6.3489e-139,407.527
WP_432549668,Tolypothrix sp. VBCCA 56010,356,63.5,62.2,97.6,6.85726e-139,409.068
MEO1347947,Cyanobacteria bacterium J06635_15,333,60.9,59.8,97.6,7.4744e-139,408.297
WP_006509130,Xenococcus sp. PCC 7305,333,63.4,61.9,97.3,1.01511e-138,407.912
WP_193198017,Nostoc sp. MG11,338,61.3,60.4,98.2,1.20837e-138,407.912
WP_191756842,Komarekiella delphini-convector,338,61.0,60.1,98.2,1.55377e-138,407.527
WP_026732077,Fischerella sp. PCC 9605,324,60.2,58.6,97.0,2.36171e-138,406.757
MBW4682797,Microcoleus vaginatus WJT46-NPBG5,325,60.1,58.9,97.6,3.28564e-138,406.371
MGB3638689,Rivularia sp. (in: cyanobacteria),346,61.6,59.8,96.7,4.76031e-138,406.757
WP_015199859,Calothrix sp. PCC 6303,323,61.4,59.8,96.7,4.84911e-138,405.601
MHK1528428,Cyanobacteriota bacterium,333,58.8,58.0,98.2,1.17476e-137,405.216
MBU7587499,Nostoc sp. TH1S01,323,59.6,57.7,96.7,1.28307e-137,404.831
MHL1117128,Cyanobacteriota bacterium,333,58.8,58.0,98.2,1.46182e-137,404.831
MGI8500317,Hassallia sp.,362,61.3,61.3,99.7,1.94075e-137,405.601
WP_193919814,Plectonema radiosum,346,59.7,58.3,97.0,2.05887e-137,405.216
WP_190674258,Microcoleus sp. FACHB-672,325,59.2,58.0,97.6,7.91163e-137,402.905
MGL5808285,Xenococcaceae cyanobacterium,324,60.8,59.2,97.0,8.6164e-137,402.519
WP_017315239,Mastigocladopsis repens,326,62.1,60.1,96.4,1.21433e-136,402.134
WP_293086228,Moorena sp. SIO4A1,309,61.9,57.7,91.3,1.52082e-136,401.364
MBD3886019,Phormidium tenue FACHB-886,325,60.1,58.9,97.6,2.75101e-136,401.364
WP_190760334,Microcoleus sp. FACHB-68,325,59.4,57.7,96.7,2.81182e-136,401.364
MGC9523999,Limnospira sp.,325,59.4,57.7,97.0,5.35905e-136,400.593
MCU0536151,Hydrococcus sp. Prado102,353,60.4,58.6,96.7,1.83951e-135,400.208
WP_096621680,Calothrix sp. NIES-3974,333,57.9,57.1,98.2,1.95664e-135,399.438
WP_324702294,Lyngbya sp. CCY1209,325,58.8,57.1,97.0,1.08285e-134,397.512
MBW4494006,Oscillatoria princeps RMCB-10,324,59.4,57.7,96.7,1.2321e-134,397.127
MBW4666312,Cyanomargarita calcarea GSE-NOS-MK-12-04C,339,58.1,57.4,98.5,2.14345e-134,397.127
MBW4620762,Cyanosarcina radialis HA8281-LM2,322,60.2,58.3,96.4,3.07343e-134,395.971
OWY65425,cyanobacterium TDX16,330,60.9,59.5,97.3,4.33469e-134,395.971
BDA69401,Calothrix sp. PCC 7716,322,58.8,57.4,96.7,7.61419e-134,395.201
WP_438556202,Chroococcidiopsis sp.,330,60.3,58.9,97.3,2.04607e-133,394.43
WP_192160552,Chroococcidiopsis sp. [FACHB-1243,325,59.2,58.0,97.6,3.81936e-133,393.275
WP_017717761,Kamptonema formosum,325,57.6,55.9,96.7,4.30726e-133,393.275
NJM67726,Acaryochloris sp. RU_4_1,330,62.0,60.7,97.6,6.10268e-133,392.889
WP_127082104,Dulcicalothrix desertica,322,58.6,57.1,97.0,1.55493e-132,391.734
WP_371934098,Chroococcidiopsis sp. CCNUC1,322,59.8,58.0,96.7,4.43982e-132,390.578
WP_015152170,Chroococcidiopsis thermalis,325,59.2,58.0,97.6,5.93321e-132,390.193
URD50462,Chroococcidiopsis sp. CCNUC1,341,59.8,58.0,96.7,6.04129e-132,390.963
WP_106544127,Chroococcidiopsis sp. CCALA 051,325,59.2,58.0,97.6,9.38901e-132,389.808
WP_317104634,Chroococcidiopsis sp. SAG 2025,325,59.5,58.3,97.6,1.07046e-131,389.808
MDJ0566887,Microcystis sp. M49629_WE12,189,97.9,55.6,56.8,3.66843e-131,383.259
WP_106168962,Chroococcidiopsis cubana,322,59.4,57.7,96.7,5.48238e-131,387.882
MDZ4872779,Chroococcidiopsis cubana SAG 39.79,341,59.4,57.7,96.7,1.05716e-130,387.882
WP_039714792,Scytonema millei,324,59.1,57.7,97.3,1.07178e-130,387.111
MEM8805470,Cyanobacteria bacterium P01_G01_bin.38,325,57.7,56.5,97.6,4.30115e-130,385.571
WP_428850929,Nostoc sp. CmiVER01,245,72.0,53.2,73.9,1.01247e-129,381.719
MGD1949190,Leptolyngbyaceae cyanobacterium,332,57.4,56.2,97.6,1.29862e-129,384.8
MGL5873950,Xenococcaceae cyanobacterium,312,59.6,55.9,93.4,2.1612e-129,383.259
MBE7384959,Leptolyngbya sp. SIO1E4,333,56.6,55.6,97.6,2.19764e-129,384.03
MGL5061656,Microcoleus sp.,367,58.2,56.5,96.7,1.44525e-128,383.259
MEM1309737,Cyanobacteria bacterium P01_H01_bin.153,324,56.3,54.7,96.7,4.66005e-128,380.563
MEM9767275,Cyanobacteria bacterium P01_D01_bin.71,324,56.0,54.4,96.7,9.37652e-128,379.793
MDT4953593,Acidobacteriota bacterium,334,54.9,55.6,100.0,1.54185e-127,379.407
